"Source","Target","Weight"
"nasdaq","nhlbt",1
"nasdaq","sndoz",3
"nasdaq","usnih",2
"nhlbt","sndoz",1
"nhlbt","usfda",1
"nhlbt","usnih",1
"sndoz","usnih",2
"usfda","usnih",4
"geronc","cntc",1
"geronc","nasdaq",1
"geronc","usfda",1
"cntc","nasdaq",1
"cntc","usfda",4
"synbld","nasdaq",1
"cntnbc","cytr",1
"cntnbc","fbrcmc",1
"cntnbc","nasdaq",1
"cntnbc","fbrco",1
"cytr","fbrcmc",1
"cytr","nasdaq",1
"cytr","fbrco",1
"fbrcmc","nasdaq",1
"fbrcmc","fbrco",1
"nasdaq","fbrco",1
"geentr","nasdaq",1
"darpa","hrvun",1
"rpldyi","nasdaq",1
"glnphr","gphaiu",1
"cods","kdak",1
"cods","nyt",1
"cods","sbcoff",1
"kdak","nyt",1
"kdak","sbcoff",1
"nyt","sbcoff",1
"brstmy","usfda",8
"brstmy","nkylgm",1
"usfda","nkylgm",1
"kececq","usfda",1
"lxndri","ntvsob",1
"sixuqv","lrgkef",1
"sixuqv","usfda",1
"surmor","usfda",1
"verpha","ubs",1
"verpha","usfda",3
"verpha","wesah",1
"ubs","usfda",2
"ubs","wesah",1
"usfda","wesah",1
"merpha","ccause",1
"merpha","usfda",2
"ccause","usfda",1
"akorn","alcn",1
"akorn","msbchc",1
"akorn","senph",1
"akorn","alcnli",1
"akorn","usfda",1
"akorn","sndoz",1
"alcn","msbchc",1
"alcn","senph",1
"alcn","alcnli",1
"alcn","usfda",1
"alcn","sndoz",1
"msbchc","senph",1
"msbchc","alcnli",1
"msbchc","usfda",1
"msbchc","sndoz",1
"senph","alcnli",1
"senph","usfda",1
"senph","sndoz",1
"alcnli","usfda",1
"alcnli","sndoz",1
"usfda","sndoz",2
"mobeda","euppto",1
"irkpl","lbmphe",1
"irkpl","usfda",1
"lbmphe","usfda",1
"nkhfqn","usfda",1
"tarof","usfda",1
"tarof","snphin",1
"usfda","snphin",1
"epizyi","usfda",1
"regph","amge",1
"regph","sansyn",4
"regph","usfda",4
"amge","sansyn",3
"amge","usfda",7
"sansyn","usfda",5
"gentec","hofman",5
"gentec","usfda",3
"hofman","usfda",1
"madron","usfda",1
"ggetob","usfda",1
"usfda","merzco",1
"abvbba","amchso",1
"varas","elsvrs",1
"cordc","jonjon",1
"gorew","unvpnl",1
"ophthu","amd",2
"ophthu","deut",2
"ophthu","nasdaq",2
"amd","deut",2
"amd","nasdaq",2
"deut","nasdaq",2
"diasy","cgnznt",1
"diasy","nasdaq",1
"diasy","usfda",1
"cgnznt","nasdaq",1
"cgnznt","usfda",2
"sabinc","smlbsl",1
"bialli","cagttoo",1
"bialli","edotcm",1
"bialli","foamil",1
"bialli","pdgrmd",1
"cagttoo","edotcm",1
"cagttoo","foamil",1
"cagttoo","pdgrmd",1
"edotcm","foamil",1
"edotcm","pdgrmd",1
"foamil","pdgrmd",1
"phprdv","colunv",1
"phprdv","uknhs",1
"phprdv","umanch",1
"colunv","uknhs",1
"colunv","umanch",1
"uknhs","umanch",1
"terrap","usfda",1
"imune","cgnznt",1
"imune","usfda",1
"amge","regph",2
"amge","nasdaq",1
"regph","nasdaq",3
"sansyn","nasdaq",1
"verpha","nasdaq",1
"ecnsh","nasdaq",1
"ecnsh","rsnlf",1
"ecnsh","seexc",1
"ecnsh","skalph",1
"ecnsh","twomon",1
"nasdaq","rsnlf",1
"nasdaq","seexc",18
"nasdaq","skalph",1
"nasdaq","twomon",1
"rsnlf","seexc",1
"rsnlf","skalph",1
"rsnlf","twomon",1
"seexc","skalph",1
"seexc","twomon",1
"skalph","twomon",1
"amge","biovxg",1
"amge","coweac",1
"amge","unlou",1
"biovxg","coweac",1
"biovxg","usfda",1
"biovxg","unlou",1
"coweac","usfda",1
"coweac","unlou",1
"usfda","unlou",1
"novo","fffaim",1
"novo","jonjon",1
"fffaim","jonjon",1
"diplpi","amge",1
"diplpi","nyse",1
"diplpi","usfda",2
"amge","nyse",1
"nyse","usfda",3
"strcrp","synhel",1
"mcpore","hranti",1
"mcpore","scmfdn",1
"mcpore","usfda",2
