GEOID,NAME,year,labor_force_over_16,labor_force_over_16_moe,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,labor_force_20_to_64,labor_force_20_to_64_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_married_parent_perc_moe,family_single_parent_male_perc,family_single_parent_male_perc_moe,family_single_parent_female_perc,family_single_parent_female_perc_moe,family_single_parent_perc,family_single_parent_perc_moe,family_children_nonfamily_perc,family_children_nonfamily_perc_moe,household_single_or_nonfamily_perc,household_single_or_nonfamily_perc_moe,education_less_hs,education_less_hs_moe,education_hs_grad,education_hs_grad_moe,education_assoc_some_college,education_assoc_some_college_moe,education_bachelors_or_higher,education_bachelors_or_higher_moe,disability,disability_moe,housing_occupied_total,housing_occupied_total_moe,owner_occupied_housing_total,owner_occupied_housing_total_moe,renter_occupied_housing_total,renter_occupied_housing_total_moe,owner_occupied_housing_perc,owner_occupied_housing_perc_moe,renter_occupied_housing_perc,renter_occupied_housing_perc_moe,affordable_housing_own_total,affordable_housing_own_total_moe,affordable_housing_own_perc,affordable_housing_own_perc_moe,affordable_housing_rent_total,affordable_housing_rent_total_moe,affordable_housing_rent_perc,affordable_housing_rent_perc_moe,affordable_housing_all_perc,affordable_housing_all_perc_moe,affordable_housing_less_50k,affordable_housing_less_50k_moe
4100021,"South Wasco County School District 1, OR",2016,43.7,7.2,43.7,7.2,7.6,5.1,69.4,7.6,64.1,7.4,7.6,5.9,19.6,5.6,1034,230,21875,4574,25571,3845,20774,9461,17375,12793,31281,4342,30547,11874,,,40000,5628,7.9,3.1,5.7,3.3,12.1,3.7,18.5,5.2,21.2,5.2,21,6.1,6.2,2.3,4.5,1.8,3,2.8,0,3.3,2182,275,94.1338221814849,12.0989917506874,0.641613198900092,0.870760769935839,0.824931255728689,0.77910174152154,3.39138405132906,2.88725939505041,0.229147571035747,0.412465627864345,5.36205316223648,5.36205316223648,0,0.549954170485793,0.77910174152154,0.73327222731439,214,79,33.1775700934579,21.0280373831776,26.6355140186916,21.0280373831776,33.1775700934579,21.0280373831776,59.8130841121495,42.0560747663551,7.00934579439252,10.2803738317757,26.1484098939929,5.35083291267037,12.3650107991361,7.72138228941685,37.1490280777538,7.12742980561555,37.0950323974082,8.96328293736501,13.3909287257019,6.0475161987041,23.8,4.4,964,118,642,85,322,86,66.597510373444,8.81742738589212,33.402489626556,8.92116182572614,462,230,71.9626168224299,35.8255451713396,149,177,46.2732919254658,54.9689440993789,63.3817427385892,42.2199170124481,57.5,42.1153846153846
41065970100,"Census Tract 9701, Wasco County, OR",2016,54.1,6.2,54.1,6.2,4.3,2.7,78.2,6.6,75.3,7.3,3.8,3,12.2,5.4,1976,238,29868,6361,35625,9732,22125,8857,30665,4603,30441,18271,53977,10143,64844,31861,54453,8764,5.7,4.3,4,2.3,8.9,5,13.4,4.7,12.7,4.5,19.8,6.4,18.6,6.7,9.8,4.6,4,2.7,3,2,4208,326,93.393536121673,7.65209125475285,0,0.285171102661597,1.11692015209125,0.903041825095057,0,0.285171102661597,0.30893536121673,0.784220532319392,11.0979087452471,5.98859315589354,3.5171102661597,4.65779467680608,1.66349809885932,1.44961977186312,974,181,70.5338809034908,18.0698151950719,3.08008213552361,4.20944558521561,26.3860369609856,12.217659137577,29.4661190965092,16.4271047227926,0,1.23203285420945,15.7317695053544,3.67159612442631,7.45750953867499,5.61914672216441,27.4020117932709,5.30697190426639,40.6174124176205,8.84495317377732,24.5230662504336,8.94901144640999,20,5,1614,85,1115,115,499,102,69.0830235439901,7.12515489467162,30.9169764560099,6.31970260223048,865,443,77.5784753363229,39.7309417040359,166,220,33.2665330661323,44.0881763527054,63.8785625774473,41.0780669144981,36.5576102418208,37.4110953058322
41065970200,"Census Tract 9702, Wasco County, OR",2016,63.2,4.5,63.2,4.5,4.6,3.2,78.2,5.1,75.4,5,3.5,3,13.3,5.3,1579,191,25913,3123,27452,4249,25549,9960,22379,11526,33207,10442,35772,3827,,,45729,3841,5.4,3.3,2.6,2.1,11.6,4.7,17.4,6.9,22.4,7.5,15.6,5.7,17,6.8,5.1,3.3,2.9,3.5,0,2.8,2870,273,91.5679442508711,9.61672473867596,1.14982578397213,1.32404181184669,1.91637630662021,1.84668989547038,0.522648083623693,0.766550522648084,0.975609756097561,1.21951219512195,20.1742160278746,5.05226480836237,1.18466898954704,1.39372822299652,2.68292682926829,1.98606271777004,696,168,61.9252873563218,21.264367816092,18.6781609195402,17.816091954023,19.3965517241379,10.9195402298851,38.0747126436782,28.7356321839081,0,1.72413793103448,22.1254355400697,5.95818815331011,18.0185084376701,8.5465432770822,25.6396298312466,6.42351660315732,34.6216657593903,9.96189439303212,21.720195971693,9.14534567229178,16.1,5.1,1138,81,598,89,540,105,52.5483304042179,7.8207381370826,47.4516695957821,9.22671353251318,479,322,80.1003344481605,53.8461538461539,318,315,58.8888888888889,58.3333333333333,70.0351493848858,55.97539543058,56.7823343848581,54.1009463722398
41065970300,"Census Tract 9703, Wasco County, OR",2016,60.5,7.3,60.5,7.3,5.7,4.6,78.4,6,75,6.5,4.3,3.2,9.6,5,1485,194,30448,4100,32011,3313,,,30792,4640,31955,3322,41204,10069,57188,17823,50972,11802,3.4,3.2,6.2,4.2,8.9,5.5,10.3,6.4,19.9,6.5,21.2,7.1,19.6,7.9,8,3.5,1.4,1.7,1,1.7,3031,320,83.5037941273507,9.83173870009898,1.55064335202903,1.55064335202903,0.758825470141867,0.791817881887166,0.725833058396569,0.69284064665127,0,0.395908940943583,16.3312438139228,8.90795117123062,9.60079181788189,8.38007258330584,3.86011217419993,2.60640052787859,922,209,63.6659436008677,23.2104121475054,10.7375271149675,9.43600867678959,25.5965292841649,11.4967462039046,36.3340563991323,20.9327548806941,0,1.30151843817787,11.5137148662377,3.6911615306468,11.3924050632911,7.79746835443038,24.2025316455696,6.32911392405063,43.3924050632911,11.9493670886076,21.0126582278481,7.59493670886076,13.3,4.2,1132,87,809,113,323,93,71.4664310954064,9.98233215547703,28.5335689045936,8.21554770318021,542,380,66.9962917181706,46.9715698393078,140,186,43.343653250774,57.5851393188855,60.2473498233216,50,38.7295081967213,50.6147540983607
41065970400,"Census Tract 9704, Wasco County, OR",2016,46.8,5.7,46.8,5.7,7.7,4.8,70.2,8.3,63.9,8.6,9,5.6,14.2,5.5,1426,175,28239,6859,31638,3569,10679,5466,30915,4598,31176,7359,67222,9612,,,40813,9111,6.4,3.7,13.1,6.3,10.5,4.7,12.7,6,16.3,5.3,17.2,6.9,14.9,4.9,4.2,2.7,0.9,1.3,3.9,3.3,3243,245,92.9694727104533,7.67807585568918,2.12765957446809,1.44927536231884,1.140918902251,0.80172679617638,0.832562442183164,0.894233734196731,0,0.370027752081406,17.9155103299414,4.53283996299722,1.32593277829171,1.26426148627814,1.60345359235276,1.7267961763799,722,162,84.9030470914128,27.7008310249308,0,1.66204986149585,15.0969529085873,16.7590027700831,15.0969529085873,18.4210526315789,0,1.66204986149585,22.7593152064451,3.89392413561598,13.6786188579017,8.45506861443116,34.0858787073927,8.5436033643205,35.76803895529,9.78308986277114,16.4674634794157,6.33023461708721,21.3,4.7,1286,78,628,83,658,104,48.8335925349922,6.45412130637636,51.1664074650078,8.08709175738725,473,276,75.3184713375796,43.9490445859873,215,246,32.6747720364742,37.3860182370821,53.4992223950233,40.5909797822706,36.3896848137536,38.10888252149
41065970500,"Census Tract 9705, Wasco County, OR",2016,50.9,5.4,50.9,5.4,7.5,7.2,69.2,6.4,64,6.7,7.4,6.9,19.8,5.8,1578,221,22857,3299,27656,3126,28512,11689,22926,3493,29715,3489,38750,30875,24076,16599,40389,3830,11.7,5,3.2,2.7,15.5,4.9,13.6,5.5,16.9,5.8,24.6,6.1,6.4,3.8,7.1,3.9,0.9,1.1,0,2.4,3418,273,83.703920421299,9.77179637214745,0,0.351082504388531,1.19953188999415,1.11176126389702,1.28730251609128,1.02399063779988,3.89116442363956,2.31129315389116,21.7671152720889,7.37273259215916,5.06143943826799,4.85664131070802,4.85664131070802,2.3990637799883,753,148,75.8300132802125,21.6467463479416,3.98406374501992,4.24966799468792,20.1859229747676,9.8273572377158,24.1699867197875,14.0770252324037,0,1.59362549800797,15.4183733177297,4.18373317729666,22.3190932868352,8.93635571054926,36.4864864864865,5.71054925893636,31.4298169136879,8.41325196163906,9.76460331299041,5.0566695727986,23.2,5.2,1325,101,833,83,492,119,62.8679245283019,6.26415094339623,37.1320754716981,8.9811320754717,638,335,76.5906362545018,40.2160864345738,173,227,35.1626016260163,46.1382113821138,61.2075471698113,42.4150943396226,44.7837150127226,37.6590330788804
41065970600,"Census Tract 9706, Wasco County, OR",2016,50.1,7.4,50.1,7.4,16.2,8.8,75.3,6.6,62.2,9.2,17.4,9.6,16.1,8,1321,221,25346,6471,30442,7362,,,35000,8653,28409,5617,41842,9002,48472,13955,51194,10191,3,1.8,8.5,4.4,5.7,3.7,16.5,6.5,13.1,6.4,25,7.2,14,5.8,10,3.6,3.3,3.4,0.9,1.2,2640,315,90.7575757575758,12.0454545454545,0,0.454545454545455,0.568181818181818,0.681818181818182,0.757575757575758,0.757575757575758,0,0.454545454545455,24.8106060606061,7.72727272727273,5.9469696969697,4.50757575757576,1.96969696969697,4.01515151515152,606,137,71.2871287128713,17.8217821782178,12.046204620462,17.8217821782178,16.6666666666667,11.7161716171617,28.7128712871287,29.5379537953795,0,1.98019801980198,14.0557518649391,4.35806831566549,17.901878914405,12.7870563674322,23.1732776617954,4.17536534446764,35.9081419624217,10.2818371607516,23.0167014613779,9.44676409185804,19,7.1,1000,107,698,118,302,98,69.8,11.8,30.2,9.8,490,292,70.2005730659026,41.8338108882521,171,201,56.6225165562914,66.5562913907285,66.1,49.3,48.2300884955752,50
41065970700,"Census Tract 9707, Wasco County, OR",2016,68.1,14.5,68.1,14.5,3.9,3.5,85.8,8,82.1,9.6,4.3,3.7,14.6,13.8,1040,583,22125,12523,26511,10492,21031,5956,30880,4575,27098,10512,87750,13901,58304,4133,59471,13411,3.1,2.6,2.5,2,8.6,4,20.3,8.1,9.4,4.7,17.3,5.4,10.7,5.6,19.4,6.6,5.1,3.5,3.6,2.8,1683,577,96.7320261437909,35.0564468211527,0,0.71301247771836,0.35650623885918,0.53475935828877,0.23767082590612,0.53475935828877,0,0.71301247771836,31.2537136066548,34.1651812240048,2.43612596553773,2.85204991087344,0.23767082590612,0.47534165181224,234,87,100,37.1794871794872,0,5.12820512820513,0,5.12820512820513,0,10.2564102564103,0,5.12820512820513,18.6177715091678,5.50070521861777,18.6482084690554,24.8371335504886,31.3517915309446,5.45602605863192,32.8990228013029,10.7491856677524,17.1009771986971,7.32899022801303,14.7,6.8,607,67,477,58,130,56,78.5831960461285,9.55518945634267,21.4168039538715,9.22570016474465,346,194,72.5366876310273,40.6708595387841,56,132,43.0769230769231,101.538461538462,66.2273476112026,53.7067545304778,49.5535714285714,79.0178571428571
41065970800,"Census Tract 9708, Wasco County, OR",2016,49.5,5,49.5,5,8.4,3,72.4,4.6,66.6,4.8,8,3.4,15.8,3.5,2169,312,26021,1666,28750,3283,20446,7993,23611,5372,31250,1658,36964,15212,42917,20580,43431,3818,7.2,2.4,4.8,2.3,12.2,2.6,13.4,3.2,19.4,3.7,22.6,4.6,9.3,3.6,8.2,2,2.2,1.7,0.7,0.7,4564,394,78.965819456617,7.73444347063979,0.372480280455741,0.460122699386503,17.3970201577564,2.78264680105171,1.62138475021911,1.38036809815951,0.197195442594216,0.328659070990359,5.30236634531113,3.19894829097283,0.0657318141980719,0.109553023663453,1.38036809815951,0.766871165644172,792,143,56.1868686868687,14.7727272727273,16.540404040404,8.33333333333333,25.3787878787879,9.84848484848485,41.9191919191919,18.1818181818182,1.89393939393939,2.77777777777778,18.0609672243869,3.41508136603255,10.5340375586854,4.72417840375587,34.0082159624413,4.22535211267606,39.7887323943662,7.07159624413146,15.669014084507,4.90023474178404,17.1,2.7,1781,158,1152,113,629,104,64.6827624929815,6.34475014037058,35.3172375070185,5.83941605839416,869,309,75.4340277777778,26.8229166666667,322,256,51.1923688394277,40.6995230524642,66.8725435148793,31.7237507018529,56.1849710982659,31.4450867052023
41065,"Wasco County, OR",2016,54.2,2.2,54.2,2.2,7.2,1.7,75.3,2.3,70,2.4,7,1.8,14.5,2,12574,398,26252,1011,30286,1083,20298,4499,28397,2956,30886,1432,45000,7695,52188,9732,46814,2168,6.1,1.3,5.7,1.2,10.6,1.6,14.2,1.9,16.7,1.6,20.7,2.2,13.8,2.1,8.3,1.4,2.4,0.8,1.6,0.6,25657,,88.0578399657014,1.46158942978524,0.646996920918268,0.276727598706006,3.96772810539034,0.440425614841953,0.802899793428694,0.265034883267724,0.713255641735199,0.140312585259383,16.7166855049304,,3.46883891335698,1.41871613984488,2.34244065946915,0.619713918228943,5699,157,70.1877522372346,4.96578347078435,8.65064046323917,3.2461835409721,20.8984032286366,4.38673451482716,29.5490436918758,7.63291805579926,0.26320407088963,0.38603263730479,17.1924805884757,1.64282795259501,14.1741573033708,2.73033707865169,29.9662921348315,1.91011235955056,37.3089887640449,3.09550561797753,18.5505617977528,2.46629213483146,18.4,1.4,9883,336,6310,256,3573,301,63.8470100172013,2.5903065870687,36.1529899827987,3.04563391682687,4702,931,74.5166402535658,14.7543581616482,1561,657,43.6887769381472,18.3879093198992,63.3714459172316,16.0679955479106,45.9175257731959,15.4020618556701
41027950100,"Census Tract 9501, Hood River County, OR",2016,58.3,5.4,58.3,5.4,5.1,3.2,79.2,5.4,75.1,5.8,5.2,3.5,12.2,5.5,2020,285,25091,5523,26473,2641,25163,8555,17917,6456,26229,4603,40551,8917,121250,99829,51370,4728,5.6,3.5,3,2.7,8.2,3.2,12.1,5.2,18.1,5.9,22.5,4.6,14.8,5.5,8.2,4,4.7,3.3,3,2.5,3909,504,91.3021233051931,11.9212074699412,0,0.306983883346124,0.639549756971092,1.12560757226912,1.45817344589409,1.4070094653364,0,0.306983883346124,20.619084164748,9.20951650038373,3.42798669736506,4.63034024047071,3.17216679457662,2.30237912509593,806,259,81.7617866004963,33.8709677419355,7.81637717121588,7.94044665012407,10.4218362282878,9.67741935483871,18.2382133995037,17.6178660049628,0,1.48883374689826,14.5096921322691,4.64652223489168,16.6289592760181,6.71191553544495,21.2669683257919,4.93966817496229,37.1417797888386,8.63499245852187,24.9622926093514,7.73001508295626,15.8,3.6,1322,130,913,118,409,107,69.0620272314675,8.92586989409985,30.9379727685325,8.09379727685325,681,362,74.5892661555312,39.6495071193866,163,195,39.8533007334963,47.6772616136919,63.8426626323752,42.1331316187595,42.4914675767918,44.8805460750853
41027950200,"Census Tract 9502, Hood River County, OR",2016,61.3,4.1,61.3,4.1,4,2.4,80.1,4.6,77.1,4.9,3.7,2.3,9,4.8,3663,330,31711,3183,33573,4908,25396,11488,32806,8580,31291,4881,47804,7999,53728,7471,69515,12536,2.5,2.1,4.1,3.2,6.4,4.5,10.8,5.6,9.9,4.3,18.5,4.8,23.6,6.2,12.1,4.7,5.3,2.9,6.8,3.3,6660,626,92.0720720720721,8.70870870870871,1.26126126126126,1.77177177177177,0.585585585585586,0.765765765765766,3.21321321321321,2.22222222222222,0,0.255255255255255,15.4054054054054,5.97597597597598,2.43243243243243,2.2972972972973,0.435435435435435,0.630630630630631,1426,351,61.1500701262272,17.8120617110799,16.4796633941094,11.64095371669,18.0224403927069,16.6199158485274,34.5021037868163,28.2608695652174,4.34782608695652,6.45161290322581,21.8496401776145,5.74184657785944,13.7533456866378,6.25900761787111,22.0918262301832,5.80605311920939,25.7772287420218,6.69137327568458,38.3775993411571,9.30615606341363,7.8,2.4,2603,196,1893,170,710,205,72.7237802535536,6.53092585478294,27.2762197464464,7.87552823665002,1524,741,80.5071315372425,39.1442155309033,237,329,33.3802816901409,46.3380281690141,67.6527084133692,41.1064156742221,44.180225281602,54.6933667083855
41027950300,"Census Tract 9503, Hood River County, OR",2016,64.3,5.2,64.3,5.2,1.8,1.7,78.3,5.9,77.5,5.9,1.1,1.3,24.3,8.1,3061,360,24459,4510,30560,6698,16901,6153,25452,8893,26000,6053,58105,12103,45563,10491,46523,7155,7.7,4.8,3,2.2,17.8,6.6,11.9,5.5,13.6,5.6,17.6,5.7,8.7,4.5,11.5,4.1,3.3,2.5,4.9,3.1,5795,406,90.3710094909405,8.49007765314927,0.258843830888697,0.448662640207075,0.189818809318378,0.465918895599655,1.13891285591027,0.742018981880932,0,0.293356341673857,29.5944779982744,9.02502157031924,3.88265746333046,4.65918895599655,4.15875754961173,2.38136324417601,1533,408,58.8388780169602,16.3731245923027,6.5883887801696,6.45792563600783,34.5727332028702,30.2674494455316,41.1611219830398,36.7253750815395,0,1.10893672537508,23.2850410193751,5.56816198289405,17.7406308978161,10.0566190347803,25.4785656511189,7.11782151523322,20.8411970881639,7.00997573469938,35.9396063629011,9.30169857104341,10.8,3,2363,211,1126,179,1237,217,47.6512907321202,7.57511637748625,52.3487092678798,9.18324164198053,829,468,73.6234458259325,41.563055062167,627,544,50.6871463217462,43.9773645917543,61.6165890816758,42.8269149386373,39.3634840871022,42.2948073701843
41027950400,"Census Tract 9504, Hood River County, OR",2016,63,4.4,63,4.4,8,3.6,80.5,4.6,74.4,5.2,7.6,3.8,8.5,3.7,3543,302,23323,3202,25762,4550,21469,2477,30730,3763,26809,7294,25806,14799,,,58790,5116,1.6,1.5,1.8,1.4,6.4,3.3,12.1,4.8,16.7,5.8,25.1,5.9,13.7,6.2,13.4,4.7,6.3,3.6,3,2.1,6478,500,84.0537202840383,8.19697437480704,0.478542760111145,0.571163939487496,2.73232479160235,1.6980549552331,0.833590614387157,0.60203766594628,0.108058042605743,0.154368632293918,54.0135844396419,8.76813831429454,9.91046619326953,6.42173510342698,1.8832973139858,1.40475455387465,1734,350,79.757785467128,17.4163783160323,14.4175317185698,12.2837370242215,5.82468281430219,5.59400230680508,20.242214532872,17.8777393310265,0,0.980392156862745,11.0745974367401,3.12191915872494,30.378824672171,10.9519184069937,29.9417192812045,7.13938805245265,21.2967459932006,6.65371539582322,18.382710053424,7.72219524040797,10.1,3.6,1925,195,1373,183,552,138,71.3246753246753,9.50649350649351,28.6753246753247,7.16883116883117,1020,513,74.2898761835397,37.3634377276038,189,268,34.2391304347826,48.5507246376812,62.8051948051948,40.5714285714286,53.4671532846715,58.029197080292
41027,"Hood River County, OR",2016,62,2.4,62,2.4,4.8,1.5,79.6,2.6,76.1,2.8,4.4,1.5,13.3,3,12287,440,26323,1760,29766,2256,21682,3185,27798,5088,27412,4323,45650,7240,52318,4819,56581,3351,4.3,1.7,3,1.4,10,2.6,11.6,2.4,13.9,2.6,20.5,2.7,15.6,2.8,11.6,2.3,4.9,1.5,4.7,1.4,22842,,89.2347430172489,2.34217669205849,0.569127046668418,0.542859644514491,1.10323089046493,0.5034585412836,1.71175904036424,0.538481744155503,0.0306453025129148,0.0437790035898783,30.8466859294283,,5.09149811750285,2.24148498380177,2.25899658523772,0.879957972156554,5499,178,69.3944353518822,8.58337879614475,11.802145844699,4.67357701400255,17.6759410801964,9.45626477541371,29.4780869248954,14.1298417894163,1.1274777232224,1.6730314602655,18.0470394435801,2.50297428388396,19.679186228482,3.84063641105895,24.8761085028691,2.51043296817945,25.3455920709442,4.0623369848722,30.0991131977048,4.32316118935837,10.6,1.2,8213,304,5305,311,2908,314,64.5927188603434,3.78667965420675,35.4072811396567,3.82320711067819,4054,1124,76.4184731385485,21.1875589066918,1216,789,41.8156808803301,27.1320495185695,64.1665652015098,23.2923414099598,43.6520626798849,26.7668692037096
41055950100,"Census Tract 9501, Sherman County, OR",2016,52.4,3.9,52.4,3.9,7.2,3,76.1,4.6,70.3,4.7,7.7,3.2,17.7,3.8,890,70,24932,3716,28917,7178,,,24792,7526,25329,5106,47750,10442,38875,10966,41389,6767,10.9,4,5.2,2.5,15.9,4.6,13.2,3.2,10.6,2.8,16.5,4.3,13.2,3.5,5.6,2.6,3.5,1.8,5.3,2.8,1705,124,93.4310850439883,6.97947214076246,0.469208211143695,0.410557184750733,2.4633431085044,1.81818181818182,0.117302052785924,0.175953079178886,0,0.703812316715543,5.10263929618768,3.6950146627566,0,0.703812316715543,3.51906158357771,1.64222873900293,275,62,68.3636363636364,21.0909090909091,6.54545454545455,4.36363636363636,24,11.6363636363636,30.5454545454545,16,1.09090909090909,1.09090909090909,26.166568222091,3.66213821618429,6.65137614678899,2.67584097859327,35.8562691131499,5.81039755351682,40.519877675841,6.65137614678899,16.9724770642202,3.59327217125382,18.2,3.4,804,51,494,48,310,48,61.4427860696518,5.97014925373134,38.5572139303483,5.97014925373134,390,148,78.9473684210526,29.9595141700405,127,95,40.9677419354839,30.6451612903226,64.3034825870647,30.2238805970149,44.6859903381643,26.8115942028986
41055,"Sherman County, OR",2016,52.4,3.9,52.4,3.9,7.2,3,76.1,4.6,70.3,4.7,7.7,3.2,17.7,3.8,890,70,24932,3716,28917,7178,,,24792,7526,25329,5106,47750,10442,38875,10966,41389,6767,10.9,4,5.2,2.5,15.9,4.6,13.2,3.2,10.6,2.8,16.5,4.3,13.2,3.5,5.6,2.6,3.5,1.8,5.3,2.8,1705,124,93.4310850439883,6.97947214076246,0.469208211143695,0.410557184750733,2.4633431085044,1.81818181818182,0.117302052785924,0.175953079178886,0,0.703812316715543,5.10263929618768,3.6950146627566,0,0.703812316715543,3.51906158357771,1.64222873900293,275,62,68.3636363636364,21.0909090909091,6.54545454545455,4.36363636363636,24,11.6363636363636,30.5454545454545,16,1.09090909090909,1.09090909090909,26.166568222091,3.66213821618429,6.65137614678899,2.67584097859327,35.8562691131499,5.81039755351682,40.519877675841,6.65137614678899,16.9724770642202,3.59327217125382,18.2,3.4,804,51,494,48,310,48,61.4427860696518,5.97014925373134,38.5572139303483,5.97014925373134,390,148,78.9473684210526,29.9595141700405,127,95,40.9677419354839,30.6451612903226,64.3034825870647,30.2238805970149,44.6859903381643,26.8115942028986
41031940000,"Census Tract 9400, Jefferson County, OR",2016,43.7,4.9,43.7,4.9,24.3,4.6,64.7,5.1,49.1,5.4,24.1,4.8,34.2,6.2,1499,146,22807,3311,27069,1970,20278,7332,16544,12737,32315,3723,32014,15664,44722,11552,42000,7021,12.7,4.1,8,4.1,7.6,3.3,15.6,5,15.5,4.9,19.6,5.7,12,4.6,6.2,3.5,1.5,1.2,1.4,2,3773,207,7.28862973760933,3.31301351709515,0.954147892923403,1.19268486615425,87.7816061489531,5.77789557381394,0.397561622051418,0.397561622051418,1.82878346143652,2.04081632653061,9.09090909090909,4.61171481579645,0.291545189504373,0.477073946461702,1.45772594752187,1.11317254174397,1272,150,32.3899371069182,11.6352201257862,9.66981132075472,4.55974842767296,57.9402515723271,11.3207547169811,67.6100628930818,15.8805031446541,0,0.943396226415094,3.06864064602961,1.15746971736205,19.8062953995157,5.95641646489104,26.7312348668281,3.97094430992736,44.6489104116223,7.11864406779661,8.8135593220339,4.06779661016949,13,2.7,884,96,567,78,317,64,64.1402714932127,8.82352941176471,35.8597285067873,7.23981900452489,507,272,89.4179894179894,47.9717813051146,141,149,44.4794952681388,47.0031545741325,73.3031674208145,47.6244343891403,62.7118644067797,49.364406779661
41031960100,"Census Tract 9601, Jefferson County, OR",2016,39.1,7.5,39.1,7.5,9.2,5.9,47.7,8.7,42.7,8.9,10.3,6.4,11.7,5.3,977,142,27521,3377,28792,2969,17000,10467,25278,5811,26500,6675,,,,,62900,9559,2.2,2.2,0.7,1.3,15.4,7.1,14.6,6.2,6.9,4.7,24.7,7.7,8.7,5.5,16.8,6.9,7.6,7.3,2.5,1.9,2302,297,88.1841876629018,11.5986099044309,2.43266724587315,1.25977410947003,3.51867940920938,2.60642919200695,0.260642919200695,0.390964378801043,0,0.52128583840139,6.47263249348393,3.86620330147698,2.99739357080799,3.04083405734144,2.60642919200695,2.6498696785404,373,109,75.0670241286863,25.201072386059,11.260053619303,9.38337801608579,13.6729222520107,9.6514745308311,24.9329758713137,19.0348525469169,0,3.2171581769437,11.8133490844654,4.90253987005316,9.73303670745272,5.06117908787542,32.313681868743,8.78754171301446,37.9310344827586,10.3448275862069,20.0222469410456,7.89766407119021,11.3,4.1,596,64,441,55,155,62,73.993288590604,9.22818791946309,26.006711409396,10.4026845637584,332,203,75.2834467120182,46.031746031746,109,164,70.3225806451613,105.806451612903,73.993288590604,61.5771812080537,59.0717299578059,76.3713080168776
41031960201,"Census Tract 9602.01, Jefferson County, OR",2016,54.5,7,54.5,7,20.5,7.6,79.7,6.3,62.7,8.6,21.4,8.4,24.9,8.8,1527,221,16946,3273,20177,2423,18365,6824,18409,8493,30833,8571,16522,8115,,,30176,4375,13.3,6.1,7.9,5,20.4,7.3,18.1,10,11.5,5.5,16.6,6.3,7.9,4.8,3.8,3.2,0.5,0.9,0,2.9,3247,380,74.6843239913767,10.9947643979058,0,0.369571912534647,4.09608869725901,4.06529103788112,0.123190637511549,0.215583615645211,0,0.369571912534647,41.6384354789036,8.06898675700647,19.6181090237142,9.51647674776717,1.47828765013859,1.32429935324915,963,210,55.4517133956386,18.276220145379,16.6147455867082,10.1765316718588,27.9335410176532,17.1339563862928,44.5482866043614,27.3104880581516,0,1.24610591900312,12.6270403449338,4.49645826917154,29.1158536585366,13.4654471544715,33.0284552845528,7.46951219512195,26.880081300813,10.010162601626,10.9756097560976,5.99593495934959,15.9,5.1,1095,118,503,119,592,124,45.9360730593607,10.8675799086758,54.0639269406393,11.324200913242,316,250,62.8230616302187,49.7017892644135,295,327,49.8310810810811,55.2364864864865,55.7990867579909,52.6940639269406,40.3718459495352,42.7622841965471
