GEOID,NAME,year,labor_force_over_16,labor_force_over_16_moe,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,labor_force_20_to_64,labor_force_20_to_64_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_married_parent_perc_moe,family_single_parent_male_perc,family_single_parent_male_perc_moe,family_single_parent_female_perc,family_single_parent_female_perc_moe,family_single_parent_perc,family_single_parent_perc_moe,family_children_nonfamily_perc,family_children_nonfamily_perc_moe,household_single_or_nonfamily_perc,household_single_or_nonfamily_perc_moe,education_less_hs,education_less_hs_moe,education_hs_grad,education_hs_grad_moe,education_assoc_some_college,education_assoc_some_college_moe,education_bachelors_or_higher,education_bachelors_or_higher_moe,disability,disability_moe,housing_occupied_total,housing_occupied_total_moe,owner_occupied_housing_total,owner_occupied_housing_total_moe,renter_occupied_housing_total,renter_occupied_housing_total_moe,owner_occupied_housing_perc,owner_occupied_housing_perc_moe,renter_occupied_housing_perc,renter_occupied_housing_perc_moe,affordable_housing_own_total,affordable_housing_own_total_moe,affordable_housing_own_perc,affordable_housing_own_perc_moe,affordable_housing_rent_total,affordable_housing_rent_total_moe,affordable_housing_rent_perc,affordable_housing_rent_perc_moe,affordable_housing_all_perc,affordable_housing_all_perc_moe,affordable_housing_less_50k,affordable_housing_less_50k_moe
41031960202,"Census Tract 9602.02, Jefferson County, OR",2016,45.8,5.6,45.8,5.6,8.6,5,68.6,7.7,62,7.6,9.6,5.4,19.8,8.2,2365,317,27688,6345,29563,8493,27939,10081,20737,4581,35556,13794,67510,22261,,,47661,7721,2.7,3.2,3.4,2.7,15.3,6.5,13.1,5.8,17,6.1,20.4,7.4,17.7,5.9,7.3,5.4,1.4,1.6,1.8,2.1,5029,494,78.3455955458342,11.0757605885862,1.49135016901969,1.31238814873732,5.18989858818851,2.62477629747465,1.71008152714257,1.1135414595347,0.178962020282362,0.417578047325512,27.5999204613243,7.63571286538079,10.4394511831378,8.29190693974945,2.64466096639491,2.14754424338835,1216,310,49.1776315789474,24.8355263157895,19.2434210526316,16.6118421052632,31.5789473684211,17.3519736842105,50.8223684210526,33.9638157894737,0,1.39802631578947,19.4365626266721,5.20875557357114,18.8357208168241,8.32063395306309,28.3145382505334,8.38159097836026,33.6787564766839,9.32642487046632,19.1709844559585,8.50350502895459,18.8,4.9,1916,183,1230,218,686,169,64.19624217119,11.3778705636743,35.80375782881,8.82045929018789,996,678,80.9756097560976,55.1219512195122,453,415,66.0349854227405,60.4956268221574,75.6263048016702,57.0459290187892,55.8257345491388,51.9756838905775
41031960301,"Census Tract 9603.01, Jefferson County, OR",2016,38,5.7,38,5.7,8.8,5.7,63.2,7.5,57.8,8.2,8.5,6.1,13.3,5.9,1486,180,26944,9093,31650,7635,,,25179,6595,32232,11946,35602,29301,66477,38291,55000,5952,3.8,2.5,4.4,3.3,6.1,2.8,15.9,5.3,16.2,6,27.1,6,13.6,4.8,10.8,5.2,2.1,1.4,0,2.1,3318,257,96.0819770946353,8.28812537673297,0.482218203737191,0.843881856540084,0.693188667872212,1.2959614225437,0.241109101868596,0.331525015069319,0,0.361663652802893,3.07414104882459,2.50150693188668,1.14526823387583,1.23568414707655,1.35623869801085,1.2959614225437,314,128,38.2165605095541,29.9363057324841,43.9490445859873,28.9808917197452,9.55414012738854,11.1464968152866,53.5031847133758,40.1273885350319,8.28025477707006,9.87261146496815,18.0530440024111,6.05786618444846,6.1909758656873,4.44211262679259,26.2329485834208,4.86183980412732,49.4578523959426,9.86358866736621,18.1182231549493,5.5963623644631,22.5,4,1530,114,1344,106,186,84,87.843137254902,6.9281045751634,12.156862745098,5.49019607843137,1025,487,76.264880952381,36.235119047619,68,157,36.5591397849462,84.4086021505376,71.437908496732,42.0915032679739,50.4322766570605,45.1008645533141
41031960302,"Census Tract 9603.02, Jefferson County, OR",2016,54.7,4.2,54.7,4.2,8.7,2.7,75.6,4.1,70.1,4.5,7.4,2.8,14.4,4.6,2148,209,27917,3205,31263,2711,30163,7910,29265,4441,26385,3904,54107,11532,50395,16995,51198,4608,5.2,2.1,2.5,1.4,9.6,3.3,14.9,3.2,16.3,4.9,20.6,4.5,15.4,4.5,11.8,3.6,1.8,1.4,1.9,1.1,4636,368,78.5591026747196,6.98878343399482,1.35893011216566,1.03537532355479,2.11389128559103,1.18636755823986,0.776531492666091,0.539257981018119,0.194132873166523,0.258843830888697,23.4469370146678,5.39257981018119,12.2303710094909,4.68075927523727,4.76704055220017,2.5237273511648,1256,230,80.812101910828,15.3662420382166,3.42356687898089,2.46815286624204,14.968152866242,7.56369426751592,18.3917197452229,10.031847133758,0.796178343949045,1.27388535031847,12.80276816609,3.20069204152249,17.130829015544,5.66709844559586,30.5699481865285,4.53367875647668,35.3950777202073,6.67098445595855,16.9041450777202,4.30699481865285,14.8,3.3,1556,134,1128,106,428,90,72.4935732647815,6.81233933161954,27.5064267352185,5.7840616966581,825,337,73.1382978723404,29.8758865248227,217,200,50.7009345794393,46.7289719626168,66.9665809768638,34.5115681233933,49.1279069767442,38.953488372093
41031,"Jefferson County, OR",2016,46.3,2.1,46.3,2.1,13.3,2.1,67.6,2.8,58.5,2.9,13.4,2.3,20.3,2.9,10002,363,25085,1415,27500,1932,23993,2476,22131,1612,30675,2854,42083,10757,48625,10177,47063,3154,6.1,1.4,4.4,1.4,12.1,1.9,15.2,2.9,14.9,2.6,21.5,2.7,13.6,1.9,9,1.9,2,0.8,1.2,0.7,22305,,69.4911454830756,2.06231786594934,1.10289172831204,0.121049092131809,17.5207352611522,1.07150863035194,0.694911454830756,0.188298587760592,0.39004707464694,0.363147276395427,19.8206680116566,,8.28065456175745,2.12956736157812,2.51961443622506,0.623178659493387,5394,51,54.8572487949574,5.52465702632555,13.7189469781238,4.87578791249537,30.7563959955506,4.67185761957731,44.4753429736745,9.54764553207267,0.667408231368187,0.648869113830182,13.3481956249129,1.81598625238029,16.4751975562786,2.72262434424597,29.2582508798725,2.31755096619962,38.149943555349,3.32027359054386,16.1166080084999,2.60973504216747,16.5,1.8,7577,266,5213,262,2364,261,68.8003167480533,3.45783291540187,31.1996832519467,3.44463507984691,4001,1035,76.7504316132745,19.854210627278,1283,611,54.2724196277496,25.8460236886633,69.7373630724561,21.723637323479,51.6575306708431,21.8219785956669
41051,"Multnomah County, OR",2016,63.4,0.4,63.4,0.4,7.8,0.4,79.9,0.4,74,0.4,7.3,0.4,17.1,0.5,453579,2279,31529,256,36283,310,20367,747,27081,648,31122,423,42425,694,62728,1196,57449,700,7.8,0.3,4.9,0.3,9.3,0.4,9.3,0.4,12.8,0.4,17.4,0.4,12.8,0.4,14.4,0.4,5.1,0.2,6.1,0.3,778193,,78.2025795657376,0.276152573975865,5.43785410560105,0.130815877295221,0.789264359869595,0.0885384474031506,6.89109256958107,0.116552063562638,0.627479301407235,0.0390648592315788,11.1256462085884,,2.83233079711588,0.22757850558923,5.21939930068762,0.240428788231197,152869,210,66.4490511483689,1.18140368550851,7.86424978249351,0.794798160516521,24.6295848079074,1.07804721689813,32.4938345904009,1.87284537741465,1.0571142612302,0.246616383962739,26.9876630985767,0.386960013693039,9.32839901959202,0.480342533174833,17.6460884984948,0.395354716554874,30.3449537139138,0.652111158326565,42.6805587679994,0.763814554432545,13.3,0.3,313181,1375,168631,1776,144550,1834,53.8445818871515,0.567084210089373,46.1554181128485,0.585603852085535,117313,4986,69.5678730482533,2.95675172417883,64224,5037,44.4303009339329,3.48460740228295,57.9655215354699,3.2003857194402,25.3270415319876,2.91897908153931
41005,"Clackamas County, OR",2016,60.4,0.6,60.4,0.6,6.7,0.5,79.8,0.6,75,0.7,6.1,0.5,9.2,0.5,213888,1753,36103,542,41639,472,24713,1644,33324,1527,38704,1425,53829,2016,67214,2770,68915,1137,4.2,0.4,3.2,0.3,7.8,0.5,8.1,0.4,12,0.5,19,0.6,14.4,0.5,17.3,0.6,6.7,0.4,7.3,0.4,394967,,88.9671795365182,0.283821179997316,0.912481295905734,0.110135783495836,0.73297262809298,0.14330311139918,4.05147771839166,0.149632754128826,0.269895965992096,0.047852099036122,8.22929510566706,,1.70596530849413,0.266857737481866,3.36002754660516,0.187357424797515,87779,108,73.8035293179462,1.71908998735461,7.48470590915823,0.991125440025519,17.7684867679058,1.36479112316158,25.253192677064,2.3559165631871,0.943278004989804,0.292780733432826,15.9120359977961,0.533640797502194,6.72604868696258,0.524343481292122,22.4280298628864,0.587889263304671,36.7821142226354,1.02108993725308,34.0638072275157,0.960449105275389,11.9,0.4,151150,712,104124,1125,47026,975,68.8878597419782,0.744293747932517,31.1121402580218,0.645054581541515,74646,4096,71.6895240290423,3.9337712727133,22526,2885,47.9011610598392,6.13490409560669,64.2884551769765,4.61859080383725,31.0593162292804,5.00009784927298
41047,"Marion County, OR",2016,56.2,0.6,56.2,0.6,9.1,0.6,76.3,0.8,69.7,0.8,8.5,0.6,17.2,0.9,163134,1513,25641,456,30420,418,20467,749,26670,895,30931,596,43964,2040,56007,2045,50775,979,6.3,0.5,5.4,0.5,10.9,0.6,11.3,0.7,15.4,0.9,20,0.8,13.3,0.7,12,0.6,3.3,0.3,2.1,0.2,326527,,81.9515690892331,0.811265224621547,1.15426901910102,0.109944966266189,1.0461615731624,0.208252303791111,1.92480254312813,0.138732784731431,0.783702419708018,0.0872822155595096,25.6208521806773,,7.03310905376891,0.790746247630365,6.10638630189847,0.56687502105492,82877,92,65.8349119779915,2.22257079768814,7.44597415446988,1.31158222426005,25.8527697672454,2.05364576420479,33.2987439217153,3.36522798846483,0.866344100293206,0.301651845505991,15.0080452176002,0.560162105602569,14.9016241912056,0.947444869932655,27.12078625191,0.725792759993209,35.5647884401351,1.11533455320594,22.4128011167494,1.04082171624757,15,0.5,115196,806,68730,1036,46466,1013,59.66352998368,0.899336782527171,40.33647001632,0.87937081148651,49586,3740,72.1460788593045,5.44158300596537,21577,3331,46.4361038178453,7.16868247751044,61.775582485503,6.13823396645717,36.089330206654,5.91198886120475
41067,"Washington County, OR",2016,64,0.5,64,0.5,6.6,0.3,80.6,0.4,75.6,0.5,6.1,0.3,11.1,0.5,312458,1717,35767,458,41158,504,21621,692,29939,1569,37090,596,55328,1946,76190,2325,69743,1118,4.1,0.3,3.3,0.3,7.8,0.4,8.5,0.5,12,0.6,18,0.6,14.5,0.5,17.5,0.6,7.6,0.3,6.8,0.3,564088,,77.55297045851,0.363241196409071,1.82382890612812,0.103707222986484,0.629334430088922,0.113989306633008,9.49656791138971,0.184191119116166,0.412878841599183,0.0670108210066514,16.2199869523904,,5.200075165577,0.373700557359845,4.88434428670704,0.309348895916949,136794,110,75.7884117724462,1.2646753512581,6.05070397824466,0.695936956299253,17.3340936005965,1.15355936663889,23.3847975788412,1.84949632293814,0.826790648712663,0.229542231384417,16.3192362514855,0.361373110106599,9.17467369444919,0.518934265697499,18.5812116352739,0.406682527372862,31.0443092049054,0.747381011842953,41.1998054653715,0.997384297900866,10.2,0.4,209309,1027,125763,1480,83546,1472,60.0848506275411,0.707088562842496,39.9151493724589,0.703266462502807,93837,4521,74.6141551966795,3.59485699291525,40767,3850,48.7958729322768,4.6082397721016,64.3087492654401,3.99935024294225,25.5002307143756,4.03820070752409
41017,"Deschutes County, OR",2016,57.1,1,57.1,1,7.1,0.8,77,1.2,72.1,1.2,6.3,0.8,13.9,1.3,89475,1354,28845,1227,32088,550,19879,2846,26642,1899,30411,909,41982,1934,53865,3585,54211,1952,6.4,0.8,4.4,0.5,10.7,1,10.4,1.1,14.8,1,18.7,1.3,13.2,1,13.4,1,3.8,0.5,4.3,0.7,170813,,93.4202900247639,0.508743479711732,0.482398880647258,0.107134702862194,0.49996194669024,0.133479301926668,1.01982870156253,0.18558306452085,0.103622089653598,0.0556163758027785,7.62763958246738,,1.53267023001762,0.41917184289252,2.94122812666483,0.319647801982285,36605,109,72.0147520830488,3.50498565769704,7.89782816555116,1.89864772572053,19.513727632837,2.79743204480262,27.4115557983882,4.69607977052315,0.573692118563038,0.401584482994127,18.5751026379123,1.04466518805153,7.00977059974939,0.996715833613156,23.6066862679257,1.26452690805153,36.0709576498145,1.87877249162579,33.3125854825104,1.80260603926258,12.8,0.7,67880,951,44313,1129,23567,1045,65.2813789039481,1.6632292280495,34.7186210960519,1.53948143783147,30740,3796,69.3701622548688,8.56633493557195,10171,2325,43.1578054058641,9.86548987991683,60.2695934001179,9.01738361814968,31.8083657264361,7.61819329545832
41039,"Lane County, OR",2016,54.1,0.6,54.1,0.6,8.7,0.5,73.9,0.7,67.9,0.7,8.1,0.5,19.7,0.8,188930,1717,23758,548,30465,365,21970,1511,26476,771,28604,1028,35651,1563,50244,1446,45222,822,9.5,0.4,5.9,0.4,12.3,0.6,11.4,0.5,14.8,0.5,18.5,0.5,11.4,0.4,10.3,0.4,3.3,0.3,2.6,0.2,360273,,88.1667513246899,0.308377258356857,1.08362269723238,0.102144762444036,1.12803346351239,0.1429471539638,2.55112095549764,0.137950942757298,0.245924618275585,0.0335856419992617,8.16131100582059,,2.18029105705951,0.330860208786115,4.64425588373261,0.253696502374588,68591,54,64.2081322622502,1.72180023618259,9.75200828096981,1.16779169278768,25.0032803137438,1.61391436194253,34.7552885947136,2.78170605473021,1.03657914303626,0.298873029989357,24.7879947971396,0.581345814139739,8.8660182400708,0.598579142733061,24.7277509648555,0.563754209719844,37.7260547857652,0.986569867009726,28.6801760093085,0.777210563836151,16.5,0.5,146692,720,86210,930,60482,1037,58.7693943773348,0.633981403212172,41.2306056226652,0.70692334960325,60732,3972,70.4465839229788,4.60735413525113,23780,2911,39.3174828874707,4.8130022155352,57.6118670411474,4.69214408420364,33.9563571170545,4.12078723091126
41059,"Umatilla County, OR",2016,54.3,1.3,54.3,1.3,9.1,1.3,72.1,1.5,66.1,1.7,8.3,1.4,18,1.8,37582,638,24775,1100,28477,1624,22512,1946,25654,1897,30909,1024,41847,5170,52656,2968,49287,1930,6.6,1.1,6.8,1.2,11.2,1.2,11.8,1.7,14.5,1.2,22.2,1.9,12.5,1.3,10.5,1,2.2,0.5,1.8,0.4,76582,,85.2380454937192,1.45726149747983,0.688151262698806,0.151471625186075,2.99156459742498,0.536679637512732,0.675093363975869,0.130578987229375,0.163223734036719,0.0404794860411063,25.5882583374683,,5.33154004857538,1.3162361912721,4.91238149956909,0.526233318534381,19836,25,60.5817705182496,4.27505545472878,10.8187134502924,3.08529945553539,27.9441419641057,4.51199838677153,38.7628554143981,7.59729784230692,0.655374067352289,0.403307118370639,14.850863860109,1.09882448091699,17.3919191919192,1.75757575757576,28.9838383838384,1.29090909090909,38.0585858585859,2.19393939393939,15.5656565656566,1.61414141414141,15,0.8,26669,409,16931,560,9738,551,63.4856950016874,2.09981626607672,36.5143049983127,2.06606921894334,13317,1903,78.6545390112811,11.23973775914,5365,1665,55.0934483466831,17.097966728281,70.0513705050808,13.3788293524317,49.5152408283565,14.1161870782595
53059950100,"Census Tract 9501, Skamania County, WA",2016,55.8,16.5,55.8,16.5,17.1,17.5,67,17.7,67,17.7,0,37.3,6,5.5,67,31,47679,34634,47679,34634,,,,,30769,14961,155714,72174,,,49286,34862,0,38.9,0,38.9,8.6,9.1,27.6,23.5,17.2,19.6,10.3,17.2,8.6,11.4,3.4,3.7,24.1,30.4,0,38.9,150,67,98,44,0,8,2,5.33333333333333,0,8,0,8,0,8,0,8,0,8,37,29,100,78.3783783783784,0,32.4324324324324,0,32.4324324324324,0,64.8648648648649,0,32.4324324324324,14,15.3333333333333,3,17,12,14,48,43,37,36,4,6.9,58,26,48,23,10,12,82.7586206896552,39.6551724137931,17.2413793103448,20.6896551724138,24,115,50,239.583333333333,10,109,100,1090,58.6206896551724,386.206896551724,54.8387096774194,419.354838709677
53059950200,"Census Tract 9502, Skamania County, WA",2016,54.5,3.7,54.5,3.7,8.1,2.9,72.9,4,67.8,4.3,6.9,3,9.9,2.6,2376,168,37268,6762,46338,4927,34318,11807,35735,4571,40270,9471,71250,49874,59583,11264,64219,5393,7.4,2.6,2.1,1.1,7.6,2.5,9.6,3.1,10.1,2.9,19.6,4,15.1,4.2,17.4,4.5,7.2,4.3,3.9,1.9,4705,237,94.0913921360255,4.93092454835282,1.48777895855473,0.850159404888417,0.701381509032944,0.722635494155154,1.48777895855473,0.680127523910733,0,0.255047821466525,0.48884165781084,0.382571732199787,0.382571732199787,0.340063761955367,1.84909670563231,1.16896918172157,956,135,75.9414225941423,17.7824267782427,7.84518828451883,5.3347280334728,15.6903765690377,9.8326359832636,23.5355648535565,15.1673640167364,0.523012552301255,0.836820083682008,19.1498405951116,3.74070138150903,6.25,2.73617511520737,25.8640552995392,4.60829493087558,43.4043778801843,7.4020737327189,24.4815668202765,6.07718894009217,11.6,2.4,1870,88,1404,93,466,91,75.0802139037433,4.97326203208556,24.9197860962567,4.86631016042781,1046,367,74.5014245014245,26.1396011396011,194,188,41.6309012875537,40.343347639485,66.3101604278075,29.6791443850267,38.2911392405063,30.379746835443
53059950300,"Census Tract 9503, Skamania County, WA",2016,45.9,5.5,45.9,5.5,7.4,3.7,62,6,57.3,5.9,7.6,3.9,21.6,5.6,854,129,32176,5217,37431,7040,40536,20685,32300,14925,22159,8564,43125,19703,61250,9616,41544,11178,15.8,4.8,9.1,4.7,10.3,4,11.2,3.9,9.2,4,20.2,4.7,9.5,4,10.2,3.9,3,1.9,1.4,1.7,1886,182,93.372216330859,9.59703075291623,1.00742311770944,1.37857900318134,2.22693531283139,2.4390243902439,0.901378579003181,1.21951219512195,0,0.63626723223754,2.17391304347826,1.37857900318134,0.159066808059385,0.265111346765642,2.33297985153765,1.80275715800636,331,85,69.7885196374622,23.5649546827795,0,3.62537764350453,26.2839879154079,14.8036253776435,26.2839879154079,18.429003021148,3.92749244712991,5.74018126888218,24.7567567567568,5.56756756756757,10.9859154929577,5.2112676056338,29.4366197183099,6.33802816901408,34.7183098591549,8.16901408450704,24.8591549295775,7.6056338028169,18.1,3.5,855,70,522,64,333,63,61.0526315789474,7.48538011695907,38.9473684210526,7.36842105263158,395,210,75.6704980842912,40.2298850574713,167,161,50.1501501501502,48.3483483483484,65.7309941520468,43.3918128654971,49.6519721577726,43.1554524361949
53059950400,"Census Tract 9504, Skamania County, WA",2016,52.9,4.1,52.9,4.1,6.5,3.9,69.9,5.8,64.8,5.3,7.1,4.3,14.6,6.8,1071,115,29803,6226,32813,6355,19688,7110,28261,6928,34185,5208,41957,26256,58750,24432,52757,8798,5.8,3.6,4.2,2.3,10.8,4.9,15.8,6.3,12.2,4.3,18.8,6.4,12.3,4.2,13,3.5,2.4,1.4,4.6,2.6,2093,191,96.0344003822265,9.07787864309604,0.716674629718108,1.00334448160535,0.0955566172957477,0.191113234591495,0,0.573339703774486,0,0.573339703774486,12.7090301003344,4.63449593884377,1.95891065456283,1.76779741997133,1.19445771619685,0.907787864309604,414,127,64.2512077294686,19.0821256038647,12.56038647343,9.42028985507246,23.1884057971015,24.6376811594203,35.7487922705314,34.0579710144928,0,2.89855072463768,15.7190635451505,4.25226946966077,12.8428927680798,4.98753117206983,30.4862842892768,5.61097256857855,30.860349127182,6.79551122194514,25.8104738154614,6.85785536159601,15.2,3.8,877,59,597,70,280,72,68.072976054732,7.98175598631699,31.927023945268,8.20980615735462,469,224,78.5594639865997,37.5209380234506,135,164,48.2142857142857,58.5714285714286,68.8711516533637,44.2417331812999,49.3224932249323,49.8644986449865
53059950500,"Census Tract 9505, Skamania County, WA",2016,48.7,6.3,48.7,6.3,7.1,4.6,67.8,6.2,63.4,6.9,6.5,4.8,17.3,6.7,1051,164,26017,2589,33125,9817,20192,11897,26563,4102,35750,9984,76422,26650,58929,28972,37891,3350,11.2,4.8,12.1,6.8,12.3,6.3,8.5,4.9,19.4,6.6,11.5,5.8,9.2,5.1,12.3,5,3.5,3.5,0,3.5,2482,243,88.7993553585818,10.1531023368251,0,0.48348106365834,7.37308622078969,3.18291700241741,0.765511684125705,1.28928283642224,0.201450443190975,0.48348106365834,13.6180499597099,4.35132957292506,2.13537469782433,2.78001611603546,0.72522159548751,0.96696212731668,644,130,62.7329192546584,19.0993788819876,14.4409937888199,8.07453416149068,22.8260869565217,17.5465838509317,37.2670807453416,25.6211180124224,0,1.86335403726708,11.5947925142392,3.66151342554923,12.5637755102041,6.18622448979592,32.780612244898,7.71683673469388,41.8367346938776,12.8188775510204,12.8188775510204,5.35714285714286,18.5,5,917,87,603,96,314,83,65.7579062159215,10.4689203925845,34.2420937840785,9.05125408942203,362,280,60.0331674958541,46.4344941956882,105,156,33.4394904458599,49.6815286624204,50.9269356597601,47.546346782988,26.6304347826087,37.8623188405797
53059,"Skamania County, WA",2016,51.5,2.2,51.5,2.2,7.7,1.8,69.3,2.5,64.5,2.6,6.9,1.9,14.3,2.4,5419,187,32495,2880,37258,2672,23021,6470,31750,3064,35502,3254,63000,29091,59472,4703,53082,3466,9.3,2,5.8,1.8,9.7,1.9,11.1,2,12.3,2.3,17.8,2.4,12.3,2.1,14,2.1,5,1.8,2.7,0.9,11316,,93.2219865676918,0.830682219865677,0.919052668787558,0.159066808059385,2.32414280664546,0.494874513962531,0.936726758571934,0.379992930364086,0.0441852244609403,0.106044538706257,5.90314598798162,,1.01626016260163,0.821845174973489,1.53764581124072,0.63626723223754,2382,50,69.8572628043661,7.72460117548279,9.23593618807725,3.73635600335852,20.1511335012595,7.26280436607893,29.3870696893367,10.9991603694374,0.755667506297229,0.881612090680101,17.7149964463397,1.77683013503909,9.54189122978932,2.10681038706516,28.5521803037727,2.49877511024008,39.1842234198922,4.21362077413033,22.7217050465458,3.53993140617344,14.8,1.6,4577,125,3174,168,1403,148,69.3467336683417,3.67052654577234,30.6532663316583,3.23355909984706,2296,577,72.3377441713926,18.1789540012602,611,326,43.5495367070563,23.2359230220955,63.5132182652392,19.7290801835263,39.8014888337469,19.7518610421836
53039950100,"Census Tract 9501, Klickitat County, WA",2016,38.2,5.5,38.2,5.5,10.7,4.1,53.8,6.2,48.6,6.1,9.7,4,17.7,5.1,3381,401,22377,4912,30859,5856,12297,11663,21860,5413,32931,9943,39295,7920,58456,9254,47623,7953,12.2,4.7,5.5,2.9,9.9,3.4,12.1,4.1,12.3,4.5,24.9,5.6,11.5,3.5,10.7,4.3,0.2,0.2,0.5,0.5,8467,460,90.3625841502303,4.9958663044762,1.11019251210582,1.16924530530294,5.11397189087044,1.93693161686548,0.555096256052911,0.685012401086571,0.732254635644266,0.885791897956773,4.11007440651943,1.61804653360104,0.566906814692335,0.602338490610606,1.55899374040392,1.08657139482698,1753,230,63.8904734740445,15.5162578436965,13.7478608100399,7.35881346263548,22.3616657159156,12.1505989731888,36.1095265259555,19.5094124358243,0,0.969766115231032,13.6575457043852,2.93941928545824,12.0979836693884,5.5324112647892,29.8283619396767,4.69921679720047,37.1604732544576,8.04865855690718,20.9131811364773,5.39910014997501,22.3,3.6,3269,214,2142,225,1127,188,65.524625267666,6.88283878862037,34.4753747323341,5.75099418782502,1699,696,79.3183940242764,32.4929971988796,494,435,43.8331854480923,38.5980479148181,67.0847353930866,34.5977363107984,51.5131136516476,34.364492266308
53039950200,"Census Tract 9502, Klickitat County, WA",2016,42.4,5.3,42.4,5.3,3.2,2.1,59.9,6.3,57.7,6.4,3.7,2.5,19,5.6,1897,280,26633,1894,27111,1930,51458,33221,27526,2708,27260,5289,27500,23426,11542,1787,44167,4996,5.2,2.1,4.3,2.5,10.8,4.5,17,5.6,21.3,4.9,20.6,5,7.2,3.7,7.2,3,5.2,3.9,1.2,1.6,4760,426,91.6176470588235,8.90756302521008,0.399159663865546,0.567226890756303,2.16386554621849,1.89075630252101,1.34453781512605,0.69327731092437,0,0.252100840336134,5.98739495798319,4.03361344537815,0.525210084033613,0.609243697478992,3.94957983193277,1.34453781512605,831,224,71.4801444043321,29.8435619735259,7.94223826714802,4.9338146811071,20.5776173285199,13.8387484957882,28.5198555956679,18.7725631768953,0,1.44404332129964,20.6285593756591,5.0200379666737,12.5815217391304,6.60326086956522,34.1304347826087,6.95652173913044,38.6413043478261,9.40217391304348,14.6467391304348,4.70108695652174,21.3,3.2,1848,134,1344,149,504,116,72.7272727272727,8.06277056277056,27.2727272727273,6.27705627705628,984,457,73.2142857142857,34.0029761904762,148,182,29.3650793650794,36.1111111111111,61.2554112554113,34.5779220779221,46.5534465534466,31.1688311688312
53039950300,"Census Tract 9503, Klickitat County, WA",2016,56.3,4.6,56.3,4.6,2,1.3,72.7,5.2,71.6,5.2,1.5,1.2,11.3,3.4,3703,342,28443,3576,30011,2981,22042,4847,33210,4618,24024,5291,31768,13051,51346,27200,54215,7767,3.9,1.7,3.5,2,7.3,2.4,13.2,6,15.4,5.4,21.6,5.8,18.5,3.5,13.3,4.2,1.9,1.1,1.5,1.3,7703,490,91.9252239387252,6.98429183435025,0.376476697390627,0.882772945605608,0.31156692197845,0.363494742308192,0.415422562637933,0.428404517720369,0,0.220693236401402,24.4969492405556,3.28443463585616,6.16642866415682,3.85564065948332,0.804881215110996,0.636115799039335,1704,235,75.7042253521127,14.0258215962441,3.69718309859155,3.22769953051643,14.8474178403756,8.56807511737089,18.5446009389671,11.7957746478873,5.75117370892019,7.86384976525822,21.1548625792812,4.6115221987315,15.5890003716091,6.18729096989967,20.9215904868079,5.03530286138982,28.4838350055741,7.20921590486808,35.0055741360089,6.57748049052397,14,2.7,2952,209,1953,253,999,229,66.1585365853659,8.57046070460705,33.8414634146342,7.75745257452575,1423,616,72.8622631848439,31.5412186379928,449,420,44.9449449449449,42.042042042042,63.4146341463415,35.0948509485095,37.9532634971797,35.2941176470588
