day	month	year	nav_per_share	outstanding_shares
24	9	2010	63.48	8950000
23	9	2010	62.62	8950000
22	9	2010	63.16	8950000
21	9	2010	63.12	8950000
20	9	2010	63.09	8950000
17	9	2010	62.27	8950000
16	9	2010	62.24	9000000
15	9	2010	62.38	9000000
14	9	2010	61.88	9000000
13	9	2010	61.65	9000000
10	9	2010	61.51	9000000
9	9	2010	60.94	9000000
8	9	2010	60.30	9000000
7	9	2010	59.99	9000000
3	9	2010	60.39	9000000
2	9	2010	59.82	9050000
1	9	2010	59.40	9050000
31	8	2010	58.04	9050000
30	8	2010	58.29	9050000
27	8	2010	58.95	9050000
26	8	2010	58.26	9050000
25	8	2010	58.77	9050000
24	8	2010	58.22	9050000
23	8	2010	59.42	9050000
20	8	2010	59.28	9050000
19	8	2010	59.51	9050000
18	8	2010	60.53	9050000
17	8	2010	60.59	9050000
16	8	2010	59.83	9150000
13	8	2010	60.00	9150000
12	8	2010	60.25	9150000
11	8	2010	60.03	9150000
10	8	2010	61.62	9150000
9	8	2010	61.57	9150000
6	8	2010	61.37	9150000
5	8	2010	61.15	9150000
4	8	2010	61.19	9150000
3	8	2010	60.47	9150000
2	8	2010	59.98	9100000
30	7	2010	58.90	9100000
29	7	2010	58.65	9100000
28	7	2010	58.77	9100000
27	7	2010	59.62	9100000
26	7	2010	59.62	9150000
23	7	2010	58.70	9150000
22	7	2010	58.67	9150000
21	7	2010	58.18	9250000
20	7	2010	59.10	9300000
19	7	2010	59.21	9300000
16	7	2010	58.99	9350000
15	7	2010	60.36	9350000
14	7	2010	60.18	9400000
13	7	2010	60.18	9450000
12	7	2010	59.66	9450000
9	7	2010	59.83	9450000
8	7	2010	59.69	9450000
7	7	2010	59.10	9450000
6	7	2010	57.93	9550000
2	7	2010	57.74	9550000
1	7	2010	57.64	9550000
30	6	2010	58.20	9550000
29	6	2010	58.64	9600000
28	6	2010	59.84	9600000
25	6	2010	59.85	9600000
24	6	2010	59.67	9450000
23	6	2010	60.43	9350000
22	6	2010	60.61	9350000
21	6	2010	61.20	9250000
18	6	2010	61.45	9500000
17	6	2010	61.59	10500000
16	6	2010	61.53	10500000
15	6	2010	61.41	10500000
14	6	2010	60.40	10500000
11	6	2010	60.28	10500000
10	6	2010	59.68	10550000
9	6	2010	58.44	10550000
8	6	2010	58.72	10550000
7	6	2010	58.71	10550000
4	6	2010	58.90	10600000
3	6	2010	60.74	10600000
2	6	2010	60.40	10600000
1	6	2010	58.97	10850000
28	5	2010	59.64	10850000
27	5	2010	60.02	10850000
26	5	2010	58.77	10850000
25	5	2010	59.04	10850000
24	5	2010	59.35	10850000
21	5	2010	59.43	10900000
20	5	2010	59.28	10900000
19	5	2010	61.37	11100000
18	5	2010	61.53	11100000
17	5	2010	62.06	11100000
14	5	2010	62.00	11100000
13	5	2010	62.98	11100000
12	5	2010	63.58	11100000
11	5	2010	63.02	11100000
10	5	2010	63.06	11000000
7	5	2010	61.35	11150000
6	5	2010	62.33	11150000
5	5	2010	64.04	11150000
4	5	2010	63.96	11150000
3	5	2010	64.62	11250000
30	4	2010	64.22	11250000
29	4	2010	64.96	10900000
28	4	2010	63.95	10900000
27	4	2010	63.54	10950000
26	4	2010	64.24	10950000
23	4	2010	65.00	10950000
22	4	2010	64.29	10950000
21	4	2010	65.12	10950000
20	4	2010	66.26	11000000
19	4	2010	66.04	11000000
16	4	2010	65.61	11000000
15	4	2010	66.00	11000000
14	4	2010	66.13	11000000
13	4	2010	66.24	11100000
12	4	2010	66.19	11100000
9	4	2010	66.31	11100000
8	4	2010	66.03	11100000
7	4	2010	66.22	11100000
6	4	2010	66.50	11100000
5	4	2010	66.61	11100000
1	4	2010	66.71	11050000
31	3	2010	66.31	11050000
30	3	2010	66.53	11050000
29	3	2010	66.48	10900000
26	3	2010	65.94	10900000
25	3	2010	66.37	10900000
24	3	2010	66.92	10900000
23	3	2010	67.52	10900000
22	3	2010	67.24	10750000
19	3	2010	66.79	10900000
18	3	2010	66.79	10900000
17	3	2010	66.42	10900000
16	3	2010	66.37	11050000
15	3	2010	66.22	11050000
12	3	2010	65.89	11100000
11	3	2010	66.15	11100000
10	3	2010	65.78	11100000
9	3	2010	65.63	11150000
8	3	2010	65.66	11150000
5	3	2010	65.89	11150000
4	3	2010	65.12	11150000
3	3	2010	65.27	11150000
2	3	2010	65.49	11150000
1	3	2010	65.17	11150000
26	2	2010	64.43	11150000
25	2	2010	64.32	11150000
24	2	2010	64.39	11150000
23	2	2010	63.92	11150000
22	2	2010	64.64	11100000
19	2	2010	64.69	11100000
18	2	2010	64.72	11100000
17	2	2010	64.46	11100000
16	2	2010	63.95	11100000
12	2	2010	63.41	11100000
11	2	2010	63.47	12100000
10	2	2010	63.00	12100000
9	2	2010	63.32	12100000
8	2	2010	62.90	12100000
5	2	2010	63.14	12050000
4	2	2010	63.33	12050000
3	2	2010	65.03	12150000
2	2	2010	65.64	10500000
1	2	2010	64.41	10200000
29	1	2010	64.13	10200000
28	1	2010	64.43	10200000
27	1	2010	64.95	10200000
26	1	2010	64.54	10050000
25	1	2010	64.78	10050000
22	1	2010	64.84	10050000
21	1	2010	65.61	10050000
20	1	2010	67.01	10050000
19	1	2010	67.34	10350000
15	1	2010	66.05	10350000
14	1	2010	66.41	10350000
13	1	2010	65.93	10350000
12	1	2010	65.00	10350000
11	1	2010	65.41	10450000
8	1	2010	65.13	10450000
7	1	2010	64.97	10450000
6	1	2010	64.71	10000000
5	1	2010	64.34	9900000
4	1	2010	64.67	9700000
31	12	2009	63.83	9700000
30	12	2009	64.55	9700000
29	12	2009	64.59	9700000
28	12	2009	64.69	10050000
24	12	2009	64.45	10050000
23	12	2009	64.44	10050000
22	12	2009	64.60	10050000
21	12	2009	64.26	10050000
18	12	2009	63.56	10150000
17	12	2009	63.36	10150000
16	12	2009	63.99	10150000
15	12	2009	64.21	10150000
14	12	2009	64.25	10100000
11	12	2009	63.66	10100000
10	12	2009	63.63	10100000
9	12	2009	62.92	10100000
8	12	2009	62.59	10100000
7	12	2009	63.04	10100000
4	12	2009	63.14	10200000
3	12	2009	63.07	10200000
2	12	2009	63.42	10200000
1	12	2009	63.19	10150000
30	11	2009	62.39	10350000
27	11	2009	62.57	10350000
25	11	2009	63.23	10350000
24	11	2009	62.87	10350000
23	11	2009	62.38	10350000
20	11	2009	61.73	10350000
19	11	2009	61.42	10050000
18	11	2009	61.80	10050000
17	11	2009	61.68	10050000
16	11	2009	61.60	10050000
13	11	2009	60.76	10050000
12	11	2009	60.66	10050000
11	11	2009	61.02	10050000
10	11	2009	60.89	10050000
9	11	2009	60.58	10050000
6	11	2009	59.62	10050000
5	11	2009	59.43	10050000
4	11	2009	58.45	10050000
3	11	2009	57.80	10050000
2	11	2009	57.76	10150000
30	10	2009	57.37	10150000
29	10	2009	58.27	10150000
28	10	2009	57.66	10350000
27	10	2009	58.55	10350000
26	10	2009	58.29	10350000
23	10	2009	58.94	10450000
22	10	2009	59.57	10450000
21	10	2009	59.06	10450000
20	10	2009	59.87	10450000
19	10	2009	60.54	10450000
16	10	2009	59.99	10450000
15	10	2009	60.23	10550000
14	10	2009	59.87	10750000
13	10	2009	59.01	10750000
12	10	2009	59.54	10950000
9	10	2009	59.32	10950000
8	10	2009	58.73	10950000
7	10	2009	58.72	10950000
6	10	2009	58.57	11100000
5	10	2009	58.10	11100000
2	10	2009	57.77	11100000
1	10	2009	57.93	11100000
30	9	2009	58.96	11100000
29	9	2009	59.22	11100000
28	9	2009	59.26	11100000
25	9	2009	58.39	11100000
24	9	2009	58.45	11100000
23	9	2009	58.72	11100000
22	9	2009	59.36	11100000
21	9	2009	59.78	11100000
18	9	2009	59.41	11100000
17	9	2009	59.53	11150000
16	9	2009	59.53	11150000
15	9	2009	59.11	11950000
14	9	2009	59.56	11950000
11	9	2009	59.18	11950000
10	9	2009	59.15	12000000
9	9	2009	58.74	12000000
8	9	2009	58.14	12000000
4	9	2009	58.31	12050000
3	9	2009	57.57	12050000
2	9	2009	57.57	12050000
1	9	2009	57.58	12150000
31	8	2009	58.33	12200000
28	8	2009	58.49	12250000
27	8	2009	59.00	12250000
26	8	2009	58.89	12250000
25	8	2009	59.02	12250000
24	8	2009	58.80	12250000
21	8	2009	58.61	12300000
20	8	2009	57.94	12300000
19	8	2009	57.59	12300000
18	8	2009	56.86	12300000
17	8	2009	56.89	12300000
14	8	2009	56.98	12300000
13	8	2009	57.17	12300000
12	8	2009	57.13	12500000
11	8	2009	56.88	12550000
10	8	2009	57.02	12650000
7	8	2009	56.64	12650000
6	8	2009	56.17	12650000
5	8	2009	56.77	12650000
4	8	2009	57.44	12650000
3	8	2009	57.42	12650000
31	7	2009	57.06	12650000
30	7	2009	57.39	12650000
29	7	2009	57.28	12650000
28	7	2009	57.18	12650000
27	7	2009	57.02	12650000
24	7	2009	56.98	12650000
23	7	2009	56.06	12650000
22	7	2009	54.73	12650000
21	7	2009	55.07	12650000
20	7	2009	54.32	12650000
17	7	2009	54.07	12650000
16	7	2009	54.33	12650000
15	7	2009	53.90	12650000
14	7	2009	53.41	12650000
13	7	2009	53.22	12650000
10	7	2009	52.41	12650000
9	7	2009	52.65	12450000
8	7	2009	53.14	12400000
7	7	2009	52.81	12400000
6	7	2009	53.02	12400000
2	7	2009	52.71	12300000
1	7	2009	54.00	12250000
30	6	2009	54.05	12250000
29	6	2009	54.40	12250000
26	6	2009	54.12	12200000
25	6	2009	54.07	12200000
24	6	2009	52.63	12200000
23	6	2009	52.48	12200000
22	6	2009	52.54	12300000
19	6	2009	53.59	12300000
18	6	2009	53.31	12300000
17	6	2009	52.16	12400000
16	6	2009	51.13	12400000
15	6	2009	51.10	12350000
12	6	2009	52.55	12350000
11	6	2009	52.31	12450000
10	6	2009	51.80	12450000
9	6	2009	52.03	12450000
8	6	2009	52.10	12450000
5	6	2009	52.66	12450000
4	6	2009	52.79	12450000
3	6	2009	53.38	12550000
2	6	2009	53.54	12550000
1	6	2009	52.84	12650000
29	5	2009	52.54	12650000
28	5	2009	51.75	12750000
27	5	2009	51.50	12750000
26	5	2009	52.02	12850000
22	5	2009	51.20	12850000
21	5	2009	51.25	12850000
20	5	2009	51.88	12550000
19	5	2009	51.71	12650000
18	5	2009	51.95	12650000
15	5	2009	51.39	12650000
14	5	2009	51.96	12650000
13	5	2009	51.86	12650000
12	5	2009	52.01	12650000
11	5	2009	51.41	12650000
8	5	2009	51.92	12650000
7	5	2009	51.45	12750000
6	5	2009	50.28	12750000
5	5	2009	50.56	12750000
4	5	2009	50.19	13150000
1	5	2009	49.23	13350000
30	4	2009	49.35	13350000
29	4	2009	49.50	13350000
28	4	2009	49.14	13350000
27	4	2009	48.97	13650000
24	4	2009	48.51	13650000
23	4	2009	48.34	13650000
22	4	2009	48.28	13850000
21	4	2009	48.94	13850000
20	4	2009	49.33	13850000
17	4	2009	50.35	13850000
16	4	2009	49.88	13850000
15	4	2009	49.68	13950000
14	4	2009	49.41	13950000
13	4	2009	49.59	13950000
9	4	2009	49.43	14050000
8	4	2009	49.06	14050000
7	4	2009	48.62	14150000
6	4	2009	49.04	14150000
3	4	2009	48.81	14250000
2	4	2009	49.58	14250000
1	4	2009	49.46	14250000
31	3	2009	49.60	14250000
30	3	2009	49.33	14350000
27	3	2009	49.71	14350000
26	3	2009	50.25	14350000
25	3	2009	49.49	14350000
24	3	2009	49.43	14350000
23	3	2009	50.22	14450000
20	3	2009	48.36	14550000
19	3	2009	48.34	14550000
18	3	2009	49.47	14550000
17	3	2009	49.42	14550000
16	3	2009	48.57	14550000
13	3	2009	49.18	14550000
12	3	2009	47.70	14550000
11	3	2009	45.37	14650000
10	3	2009	46.10	14850000
9	3	2009	44.50	14850000
6	3	2009	44.90	15050000
5	3	2009	44.25	15050000
4	3	2009	45.70	15000000
3	3	2009	44.52	15000000
2	3	2009	44.56	15200000
27	2	2009	46.63	16050000
26	2	2009	48.61	16050000
25	2	2009	51.08	16050000
24	2	2009	52.05	16200000
23	2	2009	51.02	16200000
20	2	2009	52.34	16300000
19	2	2009	52.90	16300000
18	2	2009	53.03	16300000
17	2	2009	53.09	16300000
13	2	2009	54.16	16300000
12	2	2009	54.63	16300000
11	2	2009	54.03	16400000
10	2	2009	53.39	16500000
9	2	2009	55.10	16500000
6	2	2009	55.27	16500000
5	2	2009	54.75	16550000
4	2	2009	54.23	16250000
3	2	2009	54.60	16250000
2	2	2009	53.35	16250000
30	1	2009	52.83	16300000
29	1	2009	53.47	16300000
28	1	2009	54.09	16300000
27	1	2009	53.41	16300000
26	1	2009	52.42	16350000
23	1	2009	52.56	16350000
22	1	2009	52.49	16350000
21	1	2009	52.45	16450000
20	1	2009	51.22	16450000
16	1	2009	52.70	16450000
15	1	2009	52.18	16450000
14	1	2009	51.80	16450000
13	1	2009	52.61	16450000
12	1	2009	52.15	16450000
9	1	2009	52.71	16450000
8	1	2009	53.18	16450000
7	1	2009	52.91	16450000
6	1	2009	53.45	16450000
5	1	2009	54.16	16350000
2	1	2009	54.65	16350000
31	12	2008	53.54	16350000
30	12	2008	53.10	16350000
29	12	2008	51.84	16450000
26	12	2008	52.17	16450000
24	12	2008	52.06	16450000
23	12	2008	52.02	16350000
22	12	2008	52.48	16350000
19	12	2008	52.85	16350000
18	12	2008	52.42	16350000
17	12	2008	52.10	16350000
16	12	2008	52.36	16850000
15	12	2008	50.31	16850000
12	12	2008	50.62	16850000
11	12	2008	50.39	16850000
10	12	2008	50.42	16850000
9	12	2008	50.11	16900000
8	12	2008	51.24	16900000
5	12	2008	50.62	16850000
4	12	2008	48.91	16850000
3	12	2008	50.06	16850000
2	12	2008	48.72	16850000
1	12	2008	47.17	16850000
28	11	2008	50.28	16850000
26	11	2008	49.67	16950000
25	11	2008	49.06	16950000
24	11	2008	48.80	16950000
21	11	2008	47.27	16950000
20	11	2008	45.54	16950000
19	11	2008	48.65	16950000
18	11	2008	51.04	17000000
17	11	2008	50.68	17000000
14	11	2008	51.73	17000000
13	11	2008	53.56	17000000
12	11	2008	50.56	17000000
11	11	2008	52.32	17100000
10	11	2008	53.14	17100000
7	11	2008	53.45	17100000
6	11	2008	52.06	17350000
5	11	2008	53.71	17350000
4	11	2008	55.53	17350000
3	11	2008	54.81	17300000
31	10	2008	54.31	16800000
30	10	2008	53.59	16800000
29	10	2008	52.30	16700000
28	10	2008	53.06	16550000
27	10	2008	49.64	16050000
24	10	2008	51.43	16050000
23	10	2008	52.81	16050000
22	10	2008	52.44	16050000
21	10	2008	55.04	16400000
20	10	2008	55.82	16200000
17	10	2008	53.73	16450000
16	10	2008	53.72	16450000
15	10	2008	51.87	16350000
14	10	2008	55.46	16000000
13	10	2008	55.57	16000000
10	10	2008	49.58	16000000
9	10	2008	51.26	15950000
8	10	2008	55.12	15950000
7	10	2008	55.79	15950000
6	10	2008	57.76	15950000
3	10	2008	60.57	15950000
2	10	2008	61.02	15950000
1	10	2008	62.04	15850000
30	9	2008	62.12	15850000
29	9	2008	60.04	16050000
26	9	2008	63.60	16050000
25	9	2008	63.38	16150000
24	9	2008	62.41	16150000
23	9	2008	62.33	15650000
22	9	2008	62.61	15350000
19	9	2008	64.17	15000000
18	9	2008	63.72	15000000
17	9	2008	62.34	15000000
16	9	2008	64.49	15000000
15	9	2008	64.34	14900000
12	9	2008	65.69	14900000
11	9	2008	65.82	14600000
10	9	2008	64.96	14600000
9	9	2008	64.79	14500000
8	9	2008	65.83	14500000
5	9	2008	64.65	14300000
4	9	2008	64.94	14300000
3	9	2008	66.56	14300000
2	9	2008	66.51	14200000
29	8	2008	66.46	14200000
28	8	2008	67.20	14200000
27	8	2008	66.61	14200000
26	8	2008	66.65	14000000
25	8	2008	66.62	14000000
22	8	2008	67.65	14000000
21	8	2008	66.98	14000000
20	8	2008	66.90	14000000
19	8	2008	67.25	13550000
18	8	2008	67.72	13500000
15	8	2008	68.42	13400000
14	8	2008	67.90	13400000
13	8	2008	67.59	13400000
12	8	2008	67.84	13400000
11	8	2008	68.02	13400000
8	8	2008	67.86	13250000
7	8	2008	66.31	13150000
6	8	2008	67.16	13000000
5	8	2008	66.87	13000000
4	8	2008	65.32	12900000
1	8	2008	64.64	12900000
31	7	2008	65.18	12900000
30	7	2008	64.89	12900000
29	7	2008	64.90	12900000
28	7	2008	64.49	12900000
25	7	2008	65.10	12900000
24	7	2008	64.66	12900000
23	7	2008	64.79	13000000
22	7	2008	64.24	13000000
21	7	2008	63.62	13000000
18	7	2008	64.09	13000000
17	7	2008	64.38	12900000
16	7	2008	63.84	12900000
15	7	2008	63.37	12850000
14	7	2008	62.50	12850000
11	7	2008	62.71	12850000
10	7	2008	63.36	12850000
9	7	2008	63.06	12850000
8	7	2008	63.27	12850000
7	7	2008	61.48	12850000
3	7	2008	61.82	12850000
2	7	2008	61.80	12850000
1	7	2008	62.05	12850000
30	6	2008	61.62	12850000
27	6	2008	61.09	12850000
26	6	2008	60.78	12850000
25	6	2008	62.00	12850000
24	6	2008	61.69	12850000
23	6	2008	61.55	12950000
20	6	2008	61.45	12950000
19	6	2008	62.35	12950000
18	6	2008	61.96	13050000
17	6	2008	62.46	13350000
16	6	2008	62.72	13350000
13	6	2008	62.94	13350000
12	6	2008	62.16	13350000
11	6	2008	61.93	13350000
10	6	2008	62.83	13350000
9	6	2008	63.16	13350000
6	6	2008	63.50	13450000
5	6	2008	65.09	13450000
4	6	2008	64.52	13450000
3	6	2008	64.28	13550000
2	6	2008	64.14	13550000
30	5	2008	64.77	13550000
29	5	2008	64.65	13550000
28	5	2008	63.63	13550000
27	5	2008	63.70	13550000
23	5	2008	63.30	13550000
22	5	2008	63.99	13550000
21	5	2008	63.56	13550000
20	5	2008	63.97	13550000
19	5	2008	64.01	13550000
16	5	2008	63.79	13550000
15	5	2008	63.65	13550000
14	5	2008	63.68	13550000
13	5	2008	63.38	13550000
12	5	2008	63.72	13550000
9	5	2008	63.29	13550000
8	5	2008	63.56	13650000
7	5	2008	63.36	13650000
6	5	2008	64.13	13550000
5	5	2008	64.24	13550000
2	5	2008	64.44	13550000
1	5	2008	64.50	13500000
30	4	2008	63.53	13500000
29	4	2008	63.77	13500000
28	4	2008	64.32	13600000
25	4	2008	64.06	13600000
24	4	2008	63.48	13600000
23	4	2008	63.44	13600000
22	4	2008	62.63	13600000
21	4	2008	63.42	13650000
18	4	2008	63.72	13650000
17	4	2008	63.12	13650000
16	4	2008	63.69	13650000
15	4	2008	63.25	13650000
14	4	2008	63.43	13650000
11	4	2008	63.65	13650000
10	4	2008	64.65	13750000
9	4	2008	63.94	13750000
8	4	2008	64.38	13750000
7	4	2008	64.51	13750000
4	4	2008	64.24	13750000
3	4	2008	63.64	13750000
2	4	2008	63.66	13750000
1	4	2008	64.16	13750000
31	3	2008	62.64	13750000
28	3	2008	62.86	13750000
27	3	2008	63.21	13750000
26	3	2008	63.28	13750000
25	3	2008	63.54	13750000
24	3	2008	63.62	13750000
20	3	2008	63.08	13750000
19	3	2008	62.50	13750000
18	3	2008	62.87	13750000
17	3	2008	61.38	13750000
14	3	2008	61.69	13750000
13	3	2008	62.87	13750000
12	3	2008	62.47	13750000
11	3	2008	62.59	13750000
10	3	2008	62.67	13750000
7	3	2008	63.54	13750000
6	3	2008	64.27	13800000
5	3	2008	65.63	13800000
4	3	2008	65.65	13750000
3	3	2008	65.66	13750000
29	2	2008	65.59	13750000
28	2	2008	66.57	13750000
27	2	2008	67.06	13750000
26	2	2008	67.57	13750000
25	2	2008	67.33	13850000
22	2	2008	66.19	13850000
21	2	2008	66.18	14000000
20	2	2008	66.92	14000000
19	2	2008	67.02	14000000
15	2	2008	66.77	14000000
14	2	2008	66.51	14000000
13	2	2008	67.34	14000000
12	2	2008	66.91	14050000
11	2	2008	66.18	14000000
8	2	2008	66.25	14000000
7	2	2008	66.95	14000000
6	2	2008	66.83	14000000
5	2	2008	66.77	14000000
4	2	2008	68.05	14000000
1	2	2008	67.85	13900000
31	1	2008	67.03	13900000
30	1	2008	66.38	13900000
29	1	2008	67.04	14000000
28	1	2008	66.94	14000000
25	1	2008	65.93	14000000
24	1	2008	66.99	14000000
23	1	2008	67.04	14000000
22	1	2008	67.35	14000000
18	1	2008	69.43	14000000
17	1	2008	70.56	14000000
16	1	2008	71.87	14000000
15	1	2008	71.41	13900000
14	1	2008	72.52	13900000
11	1	2008	72.81	13900000
10	1	2008	72.79	13900000
9	1	2008	72.63	13900000
8	1	2008	71.55	13900000
7	1	2008	71.12	13900000
4	1	2008	69.76	13900000
3	1	2008	70.51	13900000
2	1	2008	70.16	13900000
31	12	2007	70.66	13800000
28	12	2007	71.28	13800000
27	12	2007	71.28	13300000
26	12	2007	72.33	13300000
24	12	2007	72.37	13300000
21	12	2007	72.23	13300000
20	12	2007	71.42	13300000
19	12	2007	71.02	13300000
18	12	2007	71.23	13300000
17	12	2007	70.78	13300000
14	12	2007	71.66	13300000
13	12	2007	72.33	13300000
12	12	2007	72.44	13300000
11	12	2007	72.31	13300000
10	12	2007	73.41	13300000
7	12	2007	73.18	13300000
6	12	2007	73.26	13300000
5	12	2007	72.76	13300000
4	12	2007	72.00	13050000
3	12	2007	72.25	12900000
30	11	2007	72.74	12900000
29	11	2007	72.50	12900000
28	11	2007	72.28	13000000
27	11	2007	71.04	12700000
26	11	2007	69.60	12900000
23	11	2007	70.36	12900000
21	11	2007	69.40	12900000
20	11	2007	70.56	13150000
19	11	2007	70.34	13150000
16	11	2007	70.99	13650000
15	11	2007	70.63	13650000
14	11	2007	70.82	13650000
13	11	2007	70.94	13650000
12	11	2007	69.97	13650000
9	11	2007	69.75	13650000
8	11	2007	70.04	13700000
7	11	2007	69.65	13700000
6	11	2007	71.00	13700000
5	11	2007	70.66	13650000
2	11	2007	70.76	13750000
1	11	2007	70.84	13750000
31	10	2007	71.98	13750000
30	10	2007	71.40	13750000
29	10	2007	71.51	13750000
26	10	2007	71.32	13750000
25	10	2007	71.09	13750000
24	10	2007	70.93	13750000
23	10	2007	71.19	13750000
22	10	2007	70.33	13750000
19	10	2007	70.42	13750000
18	10	2007	71.34	13750000
17	10	2007	71.12	13750000
16	10	2007	71.10	13750000
15	10	2007	71.64	13750000
12	10	2007	72.27	13750000
11	10	2007	71.97	13750000
10	10	2007	72.40	13750000
9	10	2007	72.43	13750000
8	10	2007	72.07	13750000
5	10	2007	72.32	13750000
4	10	2007	71.74	13600000
3	10	2007	71.51	16750000
2	10	2007	71.35	16750000
1	10	2007	71.57	16750000
28	9	2007	70.76	16750000
27	9	2007	71.11	16750000
26	9	2007	70.97	16750000
25	9	2007	70.54	16750000
24	9	2007	70.76	16750000
21	9	2007	70.96	16750000
20	9	2007	70.55	16750000
19	9	2007	70.91	16750000
18	9	2007	70.43	16750000
17	9	2007	69.16	16750000
14	9	2007	69.69	16750000
13	9	2007	69.76	16750000
12	9	2007	69.54	16750000
11	9	2007	69.29	16750000
10	9	2007	68.54	16750000
7	9	2007	68.52	16750000
6	9	2007	69.44	16750000
5	9	2007	68.96	16750000
4	9	2007	69.28	16750000
31	8	2007	68.72	16650000
30	8	2007	68.20	16850000
29	8	2007	68.28	16850000
28	8	2007	67.44	17000000
27	8	2007	68.34	17000000
24	8	2007	68.72	17000000
23	8	2007	68.14	17000000
22	8	2007	68.02	17000000
21	8	2007	67.45	17000000
20	8	2007	67.42	17200000
17	8	2007	67.39	17200000
16	8	2007	66.61	17200000
15	8	2007	66.88	17200000
14	8	2007	67.17	17300000
13	8	2007	67.84	17300000
10	8	2007	67.70	17300000
9	8	2007	67.86	17300000
8	8	2007	69.42	17300000
7	8	2007	68.67	17300000
6	8	2007	68.45	17300000
3	8	2007	67.02	17300000
2	8	2007	67.99	17300000
1	8	2007	67.43	17300000
31	7	2007	66.99	17850000
30	7	2007	67.63	17750000
27	7	2007	67.23	17750000
26	7	2007	68.50	17650000
25	7	2007	69.77	17650000
24	7	2007	69.53	17500000
23	7	2007	70.42	17500000
20	7	2007	69.81	17500000
19	7	2007	70.40	17500000
18	7	2007	70.58	17450000
17	7	2007	70.78	17600000
16	7	2007	71.10	17700000
13	7	2007	71.15	17700000
12	7	2007	71.23	17700000
11	7	2007	70.14	17450000
10	7	2007	69.66	17400000
9	7	2007	70.34	17300000
6	7	2007	70.47	17250000
5	7	2007	70.44	17350000
3	7	2007	70.37	17350000
2	7	2007	70.28	17350000
29	6	2007	69.57	17350000
28	6	2007	69.86	17450000
27	6	2007	70.11	17450000
26	6	2007	69.64	17650000
25	6	2007	69.21	17550000
22	6	2007	69.30	17450000
21	6	2007	70.38	17450000
20	6	2007	70.21	17700000
19	6	2007	71.21	17700000
18	6	2007	71.13	17800000
15	6	2007	71.43	17800000
14	6	2007	70.93	17750000
13	6	2007	70.82	17750000
12	6	2007	70.18	17900000
11	6	2007	70.78	18000000
8	6	2007	70.77	18000000
7	6	2007	70.31	18400000
6	6	2007	71.47	18400000
5	6	2007	72.13	18400000
4	6	2007	72.45	18400000
1	6	2007	72.54	18400000
31	5	2007	72.35	18550000
30	5	2007	72.19	18600000
29	5	2007	72.28	18450000
25	5	2007	72.23	18450000
24	5	2007	72.15	18550000
23	5	2007	72.43	18550000
22	5	2007	72.35	18500000
21	5	2007	72.28	18500000
18	5	2007	72.12	18500000
17	5	2007	71.76	18500000
16	5	2007	72.10	18500000
15	5	2007	71.43	18500000
14	5	2007	71.61	18500000
11	5	2007	71.64	18500000
10	5	2007	71.17	18700000
9	5	2007	72.49	18850000
8	5	2007	72.35	18850000
7	5	2007	72.56	18850000
4	5	2007	72.34	18850000
3	5	2007	71.97	18350000
2	5	2007	71.87	18350000
1	5	2007	71.45	18300000
30	4	2007	71.20	18650000
27	4	2007	71.63	18650000
26	4	2007	71.86	18650000
25	4	2007	71.67	18650000
24	4	2007	71.38	18650000
23	4	2007	71.42	18650000
20	4	2007	71.44	18650000
19	4	2007	71.01	18650000
18	4	2007	70.76	18650000
17	4	2007	71.00	18650000
16	4	2007	70.72	18650000
13	4	2007	70.02	18650000
12	4	2007	69.19	18650000
11	4	2007	68.54	18650000
10	4	2007	68.72	18650000
9	4	2007	68.63	18650000
5	4	2007	68.62	18650000
4	4	2007	68.15	18650000
3	4	2007	67.83	18650000
2	4	2007	67.06	18950000
30	3	2007	66.76	19150000
29	3	2007	66.67	19100000
28	3	2007	66.52	19100000
27	3	2007	66.90	19100000
26	3	2007	67.37	19100000
23	3	2007	67.24	19100000
22	3	2007	67.72	19400000
21	3	2007	67.62	19400000
20	3	2007	66.82	19400000
19	3	2007	66.47	19100000
16	3	2007	65.76	19100000
15	3	2007	65.94	18950000
14	3	2007	65.85	19050000
13	3	2007	65.67	19100000
12	3	2007	66.65	18950000
9	3	2007	66.53	18950000
8	3	2007	66.44	18950000
7	3	2007	66.14	18950000
6	3	2007	66.28	18950000
5	3	2007	65.59	18950000
2	3	2007	65.99	18950000
1	3	2007	66.57	19150000
28	2	2007	66.94	19150000
27	2	2007	66.69	19150000
26	2	2007	68.53	19150000
23	2	2007	68.34	19150000
22	2	2007	68.57	19150000
21	2	2007	68.78	19150000
20	2	2007	69.02	18900000
16	2	2007	68.94	18900000
15	2	2007	69.13	18900000
14	2	2007	68.88	18850000
13	2	2007	68.50	18850000
12	2	2007	68.32	18850000
9	2	2007	68.47	18850000
8	2	2007	68.80	18850000
7	2	2007	68.80	18850000
6	2	2007	68.70	18850000
5	2	2007	68.84	18850000
2	2	2007	68.84	18850000
1	2	2007	68.93	18850000
31	1	2007	68.41	18850000
30	1	2007	68.09	18850000
29	1	2007	67.72	18850000
26	1	2007	67.72	18850000
25	1	2007	68.09	18850000
24	1	2007	68.56	18850000
23	1	2007	68.06	18850000
22	1	2007	68.34	18850000
19	1	2007	68.80	18850000
18	1	2007	68.67	18850000
17	1	2007	68.55	18850000
